"buyingcomp","compregion","compcountry","product","complementprod"
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit USB + Serial LCD Backpack Add-On with Cable""","""Standard LCD 16x2 + extras - white on blue"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Adafruit Voice Bonnet for Raspberry Pi -Two Speakers + Two Mics""","""Adafruit STEMMA Non-Latching Mini Relay - JST PH 2mm"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""ANO Directional Navigation and Scroll Wheel Rotary Encoder""","""Adafruit ANO Rotary Navigation Encoder Breakout PCB"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Clear Acrylics and Hardware Kit for Monster M4sk""","""Adafruit MONSTER M4SK - DIY Electronic Eyes Mask"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Clear Acrylics and Hardware Kit for Monster M4sk""","""Convex Glass Lens with Edge - 40mm Diameter"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Clear Acrylics and Hardware Kit for Monster M4sk""","""Convex Plastic Lens with Edge - 40mm Diameter"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""ESP32-S2-WROVER-I Module with uFL - 4 MB flash and 2 MB PSRAM""","""2.4GHz Mini Flexible WiFi Antenna with uFL Connector - 100mm"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""ESP32-S2-WROVER-I Module with uFL - 4 MB flash and 2 MB PSRAM""","""SMA to uFL/u.FL/IPX/IPEX RF Adapter Cable"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Green 7-segment clock display - 0.56\"" digit height""","""Adafruit 7-Segment LED Matrix Backpack - STEMMA QT / qwiic"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""NeoPixel FeatherWing - 4x8 RGB LED Add-on For All Feather Boards""","""Header Kit for Feather - 12-pin and 16-pin Female Header Set"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""NeoPixel FeatherWing - 4x8 RGB LED Add-on For All Feather Boards""","""Stacking Headers for Feather - 12-pin and 16-pin female headers"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Short Feather Male Headers - 12-pin and 16-pin Male Header Set""","""Short Headers Kit for Feather - 12-pin + 16-pin Female Headers"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Short Headers Kit for Feather - 12-pin + 16-pin Female Headers""","""Short Feather Male Headers - 12-pin and 16-pin Male Header Set"""
"""Pimoroni""","""Europe""","""United_Kingdom""","""Stacking M2.5 Hardware Kit for STEMMA QT and RP2040 Trinkey""","""Adafruit Trinkey QT2040 - RP2040 USB Key with Stemma QT"""
"""Robofun""","""Europe""","""Romania""","""Adafruit CSI or DSI Cable Extender Thingy for Raspberry Pi""","""Flex Cable for Raspberry Pi Camera or Display - 24\"" / 610mm"""
"""Robofun""","""Europe""","""Romania""","""Adafruit CSI or DSI Cable Extender Thingy for Raspberry Pi""","""Flex Cable for Raspberry Pi Camera or Display - 2 meters"""
"""Robofun""","""Europe""","""Romania""","""Adafruit CSI or DSI Cable Extender Thingy for Raspberry Pi""","""Flex Cable for Raspberry Pi Camera or Display - 300mm / 12\"""""
"""Robofun""","""Europe""","""Romania""","""Adafruit Feather HUZZAH with ESP8266 - Loose Headers""","""Stacking Headers for Feather - 12-pin and 16-pin female headers"""
"""Robofun""","""Europe""","""Romania""","""Adafruit Feather nRF52 Bluefruit LE - nRF52832""","""Stacking Headers for Feather - 12-pin and 16-pin female headers"""
"""Robofun""","""Europe""","""Romania""","""Adafruit Feather nRF52 Pro with myNewt Bootloader - nRF52832""","""Stacking Headers for Feather - 12-pin and 16-pin female headers"""
"""Robofun""","""Europe""","""Romania""","""Adafruit Feather STM32F405 Express""","""Stacking Headers for Feather - 12-pin and 16-pin female headers"""
"""Robofun""","""Europe""","""Romania""","""Adafruit HUZZAH32 – ESP32 Feather Board""","""Stacking Headers for Feather - 12-pin and 16-pin female headers"""
"""Robofun""","""Europe""","""Romania""","""Adafruit Perma-Proto 40-Pin Raspberry Pi Breadboard PCB Kit - with 2x20 Header""","""GPIO Ribbon Cable for Raspberry Pi Model A+/B+/Pi 2/Pi 3/Pi 4 - (40 pins)"""
"""Robofun""","""Europe""","""Romania""","""Adafruit QT Py ESP32-S2 WiFi Dev Board with uFL Antenna Port - STEMMA QT""","""2.4GHz Mini Flexible WiFi Antenna with uFL Connector - 100mm"""
"""Robofun""","""Europe""","""Romania""","""Adafruit QT Py ESP32-S2 WiFi Dev Board with uFL Antenna Port - STEMMA QT""","""RP-SMA to uFL/u.FL/IPX/IPEX RF Adapter Cable"""
"""Robofun""","""Europe""","""Romania""","""Adafruit RFM95W LoRa Radio Transceiver Breakout - 868 or 915 MHz - RadioFruit""","""Edge-Launch SMA Connector for 1.6mm / 0.062\"" Thick PCBs"""
"""Robofun""","""Europe""","""Romania""","""Adafruit RFM96W LoRa Radio Transceiver Breakout - 433 MHz - RadioFruit""","""Edge-Launch SMA Connector for 1.6mm / 0.062\"" Thick PCBs"""
"""Robofun""","""Europe""","""Romania""","""Flex Cable for Raspberry Pi Camera or Display - 24\"" / 610mm""","""Adafruit CSI or DSI Cable Extender Thingy for Raspberry Pi"""
"""Robofun""","""Europe""","""Romania""","""Flex Cable for Raspberry Pi Camera or Display - 2 meters""","""Adafruit CSI or DSI Cable Extender Thingy for Raspberry Pi"""
"""Robofun""","""Europe""","""Romania""","""Flex Cable for Raspberry Pi Camera or Display - 300mm / 12\""""","""Adafruit CSI or DSI Cable Extender Thingy for Raspberry Pi"""
"""Robofun""","""Europe""","""Romania""","""USB-A Female Socket to 5-pin Terminal Block""","""USB-A Male Plug to 5-pin Terminal Block"""
"""Robofun""","""Europe""","""Romania""","""USB-A Male Plug to 5-pin Terminal Block""","""USB-A Female Socket to 5-pin Terminal Block"""
"""Robotev""","""Europe""","""Bulgaria""","""ANO Directional Navigation and Scroll Wheel Rotary Encoder""","""Adafruit ANO Rotary Navigation Encoder Breakout PCB"""
"""RPi Bolt""","""Europe""","""Hungary""","""Adafruit FONA - Mini Cellular GSM Breakout - SMA Version - v1""","""Lithium Ion Polymer Battery - 3.7v 1200mAh"""
"""RPi Bolt""","""Europe""","""Hungary""","""Adafruit FONA - Mini Cellular GSM Breakout - SMA Version - v1""","""Right-angle Mini GSM/Cellular Quad-Band Antenna - 2dBi SMA Plug"""
"""RPi Bolt""","""Europe""","""Hungary""","""Adafruit Rotary Trinkey - USB NeoPixel Rotary Encoder""","""Rotary Encoder + Extras"""
"""RPi Bolt""","""Europe""","""Hungary""","""Adafruit Ultimate GPS with USB - 66 channel w/10 Hz updates""","""GPS Antenna - External Active Antenna - 3-5V 28dB 5 Meter SMA"""
"""SEMAGEEK""","""Europe""","""France""","""Adafruit 12 x Capacitive Touch Shield for Arduino - MPR121""","""Short Wire Alligator Clip Test Lead (set of 12)"""
"""SEMAGEEK""","""Europe""","""France""","""Adafruit 16-Channel 12-bit PWM/Servo Shield - I2C interface""","""Shield stacking headers for Arduino (R3 Compatible)"""
"""SEMAGEEK""","""Europe""","""France""","""Adafruit 16x9 Charlieplexed PWM LED Matrix Driver - IS31FL3731""","""LED Charlieplexed Matrix - 9x16 LEDs - Yellow"""
"""SEMAGEEK""","""Europe""","""France""","""Adafruit Bluefruit LE Shield - Bluetooth LE for Arduino""","""Shield stacking headers for Arduino (R3 Compatible)"""
"""SEMAGEEK""","""Europe""","""France""","""Adafruit Capacitive Touch HAT for Raspberry Pi - Mini Kit - MPR121""","""Short Wire Alligator Clip Test Lead (set of 12)"""
"""SEMAGEEK""","""Europe""","""France""","""Adafruit Feather 32u4 Basic Proto""","""Lithium Ion Polymer Battery Ideal For Feathers - 3.7V 400mAh"""
"""SEMAGEEK""","""Europe""","""France""","""Adafruit Feather 32u4 Basic Proto""","""Stacking Headers for Feather - 12-pin and 16-pin female headers"""
"""SEMAGEEK""","""Europe""","""France""","""Adafruit Feather 32u4 RFM95 LoRa Radio- 868 or 915 MHz - RadioFruit""","""Lithium Ion Polymer Battery Ideal For Feathers - 3.7V 400mAh"""
"""SEMAGEEK""","""Europe""","""France""","""Adafruit Feather 32u4 RFM95 LoRa Radio- 868 or 915 MHz - RadioFruit""","""Stacking Headers for Feather - 12-pin and 16-pin female headers"""
"""SEMAGEEK""","""Europe""","""France""","""Adafruit Feather HUZZAH with ESP8266 - Loose Headers""","""Lithium Ion Polymer Battery Ideal For Feathers - 3.7V 400mAh"""
"""SEMAGEEK""","""Europe""","""France""","""Adafruit Feather HUZZAH with ESP8266 - Loose Headers""","""Stacking Headers for Feather - 12-pin and 16-pin female headers"""
"""SEMAGEEK""","""Europe""","""France""","""Adafruit Feather M0 Basic Proto - ATSAMD21 Cortex M0""","""Lithium Ion Polymer Battery Ideal For Feathers - 3.7V 400mAh"""
"""SEMAGEEK""","""Europe""","""France""","""Adafruit Feather M0 Basic Proto - ATSAMD21 Cortex M0""","""Stacking Headers for Feather - 12-pin and 16-pin female headers"""
"""SEMAGEEK""","""Europe""","""France""","""Adafruit Feather nRF52840 Express""","""Lithium Ion Polymer Battery Ideal For Feathers - 3.7V 400mAh"""
"""SEMAGEEK""","""Europe""","""France""","""Adafruit I2S 3W Stereo Speaker Bonnet for Raspberry Pi - Mini Kit""","""Stereo Enclosed Speaker Set - 3W 4 Ohm"""
"""SEMAGEEK""","""Europe""","""France""","""Adafruit I2S Audio Bonnet for Raspberry Pi - UDA1334A""","""Dual RCA Jack for Adafruit I2S Audio Bonnet"""
"""SEMAGEEK""","""Europe""","""France""","""Adafruit ItsyBitsy M4 Express featuring ATSAMD51""","""Adafruit LiIon/LiPoly Backpack Add-On for Pro Trinket/ItsyBitsy"""
"""SEMAGEEK""","""Europe""","""France""","""Adafruit Pro Trinket - 5V 16MHz""","""Adafruit LiIon/LiPoly Backpack Add-On for Pro Trinket/ItsyBitsy"""
"""SEMAGEEK""","""Europe""","""France""","""Adafruit PT100 RTD Temperature Sensor Amplifier - MAX31865""","""Platinum RTD Sensor - PT100 - 3 Wire 1 meter long"""
"""SEMAGEEK""","""Europe""","""France""","""Adafruit RFM69HCW Transceiver Radio Breakout - 868 or 915 MHz - RadioFruit""","""Edge-Launch SMA Connector for 1.6mm / 0.062\"" Thick PCBs"""
"""SEMAGEEK""","""Europe""","""France""","""Adafruit RFM95W LoRa Radio Transceiver Breakout - 868 or 915 MHz - RadioFruit""","""Edge-Launch SMA Connector for 1.6mm / 0.062\"" Thick PCBs"""
"""SEMAGEEK""","""Europe""","""France""","""Adafruit Wave Shield for Arduino Kit - v1.1""","""Shield stacking headers for Arduino (R3 Compatible)"""
"""SEMAGEEK""","""Europe""","""France""","""Adafruit WINC1500 WiFi Shield with PCB Antenna""","""Shield stacking headers for Arduino (R3 Compatible)"""
"""SEMAGEEK""","""Europe""","""France""","""Assembled Feather HUZZAH w/ ESP8266 WiFi With Stacking Headers""","""Lithium Ion Polymer Battery Ideal For Feathers - 3.7V 400mAh"""
"""SEMAGEEK""","""Europe""","""France""","""DC Gearbox \""TT\"" Motor to LEGO® compatible Cross Axle""","""DC Gearbox Motor - \""TT Motor\"" - 200RPM - 3 to 6VDC"""
"""SEMAGEEK""","""Europe""","""France""","""Dual RCA Jack for Adafruit I2S Audio Bonnet""","""Adafruit I2S Audio Bonnet for Raspberry Pi - UDA1334A"""
"""SEMAGEEK""","""Europe""","""France""","""Foot Pedal Potentiometer - Sewing Machine Speed Controller""","""Panel Mount 1/8\"" / 3.5mm TRS Audio Jack Connector"""
"""SEMAGEEK""","""Europe""","""France""","""JST PH 2-Pin Cable - Female Connector 100mm""","""JST PH 2-Pin Cable – Male Header 200mm"""
"""SEMAGEEK""","""Europe""","""France""","""JST PH 2-Pin Cable – Male Header 200mm""","""JST PH 2-Pin Cable - Female Connector 100mm"""
"""SEMAGEEK""","""Europe""","""France""","""LED Charlieplexed Matrix - 9x16 LEDs - Yellow""","""Adafruit 16x9 Charlieplexed PWM LED Matrix Driver - IS31FL3731"""
"""SEMAGEEK""","""Europe""","""France""","""LEGO compatible Brick Bracket for DC Gearbox \""TT\"" Motor""","""DC Gearbox Motor - \""TT Motor\"" - 200RPM - 3 to 6VDC"""
"""SEMAGEEK""","""Europe""","""France""","""LEGO compatible Brick Bracket for DC Gearbox \""TT\"" Motor""","""TT Motor All-Metal Gearbox - 1:90 Gear Ratio"""
"""SEMAGEEK""","""Europe""","""France""","""Platinum RTD Sensor - PT100 - 3 Wire 1 meter long""","""Adafruit PT100 RTD Temperature Sensor Amplifier - MAX31865"""
"""Snail Instruments""","""Europe""","""Czech_Republic""","""Audio Adapter Board for Teensy 4.0""","""PJRC Teensy 4.0 USB Development Board"""
"""Snail Instruments""","""Europe""","""Czech_Republic""","""PJRC Teensy 4.0 USB Development Board""","""Audio Adapter Board for Teensy 4.0"""
"""S.O.S Solutions""","""Europe""","""Netherlands""","""36-pin Swiss Female Socket Headers - Pack of 5""","""36-pin Swiss Male Plug Headers - Pack of 5"""
"""S.O.S Solutions""","""Europe""","""Netherlands""","""36-pin Swiss Male Plug Headers - Pack of 5""","""36-pin Swiss Female Socket Headers - Pack of 5"""
"""S.O.S Solutions""","""Europe""","""Netherlands""","""Adafruit Matrix Portal - CircuitPython Powered Internet Display""","""Medium 16x32 RGB LED matrix panel - 6mm Pitch"""
"""S.O.S Solutions""","""Europe""","""Netherlands""","""Brass Heat-Set Inserts for Plastic - M3 x 4mm - 50 pack""","""Heat-Set Insert For Soldering Irons - #4-40 / M3 Inserts - from Virtjoule"""
"""S.O.S Solutions""","""Europe""","""Netherlands""","""Hammer Header Male - Solderless Raspberry Pi Connector""","""GPIO Hammer Headers - Solderless Raspberry Pi Connectors - Male + Female + Installation Jig"""
"""S.O.S Solutions""","""Europe""","""Netherlands""","""Hammer Header Male - Solderless Raspberry Pi Connector""","""Hammer Header Female - Solderless Raspberry Pi Connector"""
"""S.O.S Solutions""","""Europe""","""Netherlands""","""Heat-Set Insert For Soldering Irons - #4-40 / M3 Inserts - from Virtjoule""","""Brass Heat-Set Inserts for Plastic - M3 x 4mm - 50 pack"""
"""S.O.S Solutions""","""Europe""","""Netherlands""","""SWD (2x5 1.27mm) Cable Breakout Board""","""10-pin 2x5 Socket-Socket 1.27mm IDC (SWD) Cable - 150mm long"""
"""S.O.S Solutions""","""Europe""","""Netherlands""","""TFP401 HDMI/DVI Decoder to 40-Pin TTL Breakout - Without Touch""","""40-pin FPC Extension Board + 200mm Cable"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""24-pin 0.5mm FFC / FPC Extender""","""24-pin eInk / ePaper Extension Cable 0.5mm Pitch - 25cm Long"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""24-pin eInk / ePaper Extension Cable 0.5mm Pitch - 25cm Long""","""24-pin 0.5mm FFC / FPC Extender"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""2.9\"" Flexible 296x128 Monochrome eInk / ePaper Display - UC8151D Chipset""","""Adafruit eInk Breakout Friend with 32KB SRAM"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""3.3V 800mA Linear Voltage Regulator - LD1117-3.3 TO-220""","""0.1uF ceramic capacitors - 10 pack"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""3.3V 800mA Linear Voltage Regulator - LD1117-3.3 TO-220""","""10uF 50V Electrolytic Capacitors - Pack of 10"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""3-Bladed Trifoil Propeller Fan for DC Motor""","""DC Toy / Hobby Motor - 130 Size"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""3x AA Battery Holder with On/Off Switch and 2-Pin JST""","""Alkaline AA batteries (LR6) - 3 pack"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""40-pin FPC to Straight 2x20 IDC Female Socket Header""","""40-pin FPC Extension Board + 200mm Cable"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""5.0V 250mA Linear Voltage Regulator - L4931-5.0 TO-92""","""0.1uF ceramic capacitors - 10 pack"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""5.0V 250mA Linear Voltage Regulator - L4931-5.0 TO-92""","""10uF 50V Electrolytic Capacitors - Pack of 10"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""900Mhz Antenna Kit - For LoPy, LoRa, etc""","""uFL SMT Antenna Connector"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit 14-segment LED Alphanumeric Backpack""","""Dual Alphanumeric Display - Blue 0.54\"" Digit Height - Pack of 2"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit 14-segment LED Alphanumeric Backpack""","""Dual Alphanumeric Display - Green 0.54\"" Digit Height - Pack of 2"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit 14-segment LED Alphanumeric Backpack""","""Dual Alphanumeric Display - Red 0.54\"" Digit Height - Pack of 2"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit 14-segment LED Alphanumeric Backpack""","""Dual Alphanumeric Display -Yellow 0.54\"" Digit Height - Pack of 2"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit 1.9\"" 320x170 Color IPS TFT Display - ST7789""","""EYESPI Cable - 18 Pin 100mm long Flex PCB (FPC) A-B type"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit 1.9\"" 320x170 Color IPS TFT Display - ST7789""","""EYESPI Cable - 18 Pin 200mm long Flex PCB (FPC) A-B type"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit 8x16 LED Matrix FeatherWing w/o Matrices""","""Miniature 0.8\"" 8x8 Pure Green LED Matrix - KWM-20882CPGB"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit 8x16 LED Matrix FeatherWing w/o Matrices""","""Miniature 8x8 Yellow LED Matrix"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit Animated Eyes Bonnet for Raspberry Pi Pack - Pi not included""","""Convex Glass Lens with Edge - 40mm Diameter"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit Bonsai Buckaroo - micro:bit & CLUE Plant Care Helper""","""Tubing for Submersible Pumps - PVC 6mm ID - 1 Meter Long"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit DPI TFT Kippah for Raspberry Pi with Touch Support""","""40-pin FPC Extension Board + 200mm Cable"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit Feather 32u4 RFM69HCW Packet Radio - 868 or 915 MHz - RadioFruit""","""uFL SMT Antenna Connector"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit Feather 32u4 RFM95 LoRa Radio- 868 or 915 MHz - RadioFruit""","""uFL SMT Antenna Connector"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit Feather 32u4 RFM96 LoRa Radio - 433MHz - RadioFruit""","""uFL SMT Antenna Connector"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit Feather M0 RFM69HCW Packet Radio - 868 or 915 MHz - RadioFruit""","""uFL SMT Antenna Connector"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit Feather nRF52 Bluefruit LE - nRF52832""","""SWD 0.05\"" Pitch Connector - 10 Pin SMT Box Header"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit Feather RP2040 - Pink""","""Adafruit FeatherWing OLED - 128x32 OLED Add-on For Feather"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit FONA 808 - Mini Cellular GSM + GPS Breakout""","""Passive GPS Antenna uFL - 15mm x 15mm 1 dBi gain"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit GEMMA M0 - Miniature wearable electronic platform""","""Bolt-On Kit for Circuit Playground, micro:bit, Flora or Gemma"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit GPIO Expander Bonnet - 16 Additional I/O over I2C""","""GPIO Ribbon Cable 2x8 IDC Cable - 16 pins 12\"" long"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit I2C QT Rotary Encoder with NeoPixel - STEMMA QT / Qwiic""","""Rotary Encoder + Extras"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit I2S 3W Stereo Speaker Bonnet for Raspberry Pi - Mini Kit""","""Speaker - 3\"" Diameter - 8 Ohm 1 Watt"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit I2S Audio Bonnet for Raspberry Pi - UDA1334A""","""Dual RCA Jack for Adafruit I2S Audio Bonnet"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit ItsyBitsy 32u4 - 3V 8MHz""","""Adafruit LiIon/LiPoly Backpack Add-On for Pro Trinket/ItsyBitsy"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit ItsyBitsy 32u4 - 5V 16MHz""","""Adafruit LiIon/LiPoly Backpack Add-On for Pro Trinket/ItsyBitsy"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit ItsyBitsy M4 Express featuring ATSAMD51""","""Adafruit LiIon/LiPoly Backpack Add-On for Pro Trinket/ItsyBitsy"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit ItsyBitsy M4 Express featuring ATSAMD51""","""Short Male Header Kit for ItsyBitsy"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit LED Glasses Driver - nRF52840 Sensor Board""","""3 x AAA Battery Holder with On/Off Switch, JST, and Belt Clip"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit LED Glasses Driver - nRF52840 Sensor Board""","""Adafruit LED Glasses Front Panel - 116 RGB LEDs with I2C Driver - STEMMA QT / Qwiic"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit Matrix Portal - CircuitPython Powered Internet Display""","""32x32 RGB LED Matrix Panel - 6mm pitch"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit Matrix Portal - CircuitPython Powered Internet Display""","""64x32 Flexible RGB LED Matrix - 4mm Pitch"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit Matrix Portal - CircuitPython Powered Internet Display""","""64x32 RGB LED Matrix - 3mm pitch"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit Matrix Portal - CircuitPython Powered Internet Display""","""64x32 RGB LED Matrix - 4mm pitch"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit Matrix Portal - CircuitPython Powered Internet Display""","""64x32 RGB LED Matrix - 5mm pitch"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit MCP9600 I2C Thermocouple Amplifier - K, J, T, N, S, E, B and R Type T""","""Thermocouple Type-K Glass Braid Insulated - 5m"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit MCP9600 I2C Thermocouple Amplifier - K, J, T, N, S, E, B and R Type T""","""Thermocouple Type-K Glass Braid Insulated Stainless Steel Tip"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit MONSTER M4SK - DIY Electronic Eyes Mask""","""Convex Glass Lens with Edge - 40mm Diameter"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit MONSTER M4SK - DIY Electronic Eyes Mask""","""Convex Plastic Lens with Edge - 40mm Diameter"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit NeoPixel LED Dots Strand - 20 LED 4\"" Pitch""","""3-pin JST SM Plug + Receptacle Cable Set"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit NeoTrellis RGB Driver PCB for 4x4 Keypad""","""STEMMA Cable - 4 Pin JST-PH 2mm Cable–Female/Female - 150mm/6\"" Long"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit Neo Trinkey - SAMD21 USB Key with 4 NeoPixels""","""USB A Socket to USB Type C Plug Adapter"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit Perma-Proto 40-Pin Raspberry Pi Breadboard PCB Kit - with 2x20 Header""","""GPIO Ribbon Cable for Raspberry Pi Model A+/B+/Pi 2/Pi 3/Pi 4 - (40 pins)"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit Prop-Maker FeatherWing""","""3W RGB LED - Common Anode"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit Pro Trinket - 5V 16MHz""","""Adafruit LiIon/LiPoly Backpack Add-On for Pro Trinket/ItsyBitsy"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit PT100 RTD Temperature Sensor Amplifier - MAX31865""","""Platinum RTD Sensor - PT100 - 3 Wire 1 meter long"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit PyGamer for MakeCode Arcade, CircuitPython or Arduino""","""Adafruit PyGamer Acrylic Enclosure Kit"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit PyGamer for MakeCode Arcade, CircuitPython or Arduino""","""Plastic Button Caps For Square Top (10-pack) - 8mm Diameter"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit PyPortal Titano""","""USB C to USB C Cable - USB 3.1 Gen 4 with E-Mark - 1 meter long"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit QT Py ESP32-S2 WiFi Dev Board with uFL Antenna Port - STEMMA QT""","""RP-SMA to uFL/u.FL/IPX/IPEX RF Adapter Cable"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit QT Py RP2040""","""Micro B USB to USB C Adapter"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit QT Py RP2040""","""Monochrome 0.91\"" 128x32 I2C OLED Display - STEMMA QT / Qwiic"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit QT Py RP2040""","""Monochrome 1.3\"" 128x64 OLED graphic display - STEMMA QT / Qwiic"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit QT Py - SAMD21 Dev Board with STEMMA QT""","""GD25Q16 - 2MB SPI Flash in 8-Pin SOIC package"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit QT Py - SAMD21 Dev Board with STEMMA QT""","""Micro B USB to USB C Adapter"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit QT Py - SAMD21 Dev Board with STEMMA QT""","""Monochrome 0.91\"" 128x32 I2C OLED Display - STEMMA QT / Qwiic"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit QT Py - SAMD21 Dev Board with STEMMA QT""","""Monochrome 1.3\"" 128x64 OLED graphic display - STEMMA QT / Qwiic"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit RFM69HCW Transceiver Radio Breakout - 433 MHz - RadioFruit""","""Edge-Launch SMA Connector for 1.6mm / 0.062\"" Thick PCBs"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit RFM69HCW Transceiver Radio Breakout - 433 MHz - RadioFruit""","""uFL SMT Antenna Connector"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit RFM69HCW Transceiver Radio Breakout - 868 or 915 MHz - RadioFruit""","""Edge-Launch SMA Connector for 1.6mm / 0.062\"" Thick PCBs"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit RFM69HCW Transceiver Radio Breakout - 868 or 915 MHz - RadioFruit""","""uFL SMT Antenna Connector"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit RFM95W LoRa Radio Transceiver Breakout - 868 or 915 MHz - RadioFruit""","""Edge-Launch SMA Connector for 1.6mm / 0.062\"" Thick PCBs"""
"""The Pi Hut""","""Europe""","""United_Kingdom""","""Adafruit RFM95W LoRa Radio Transceiver Breakout - 868 or 915 MHz - RadioFruit""","""uFL SMT Antenna Connector"""
