"buyingcomp","compregion","compcountry","product","complementprod"
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit Feather 32u4 RFM96 LoRa Radio - 433MHz - RadioFruit""","""uFL SMT Antenna Connector"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit Feather M0 RFM69HCW Packet Radio - 868 or 915 MHz - RadioFruit""","""uFL SMT Antenna Connector"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit Feather nRF52 Bluefruit LE - nRF52832""","""SWD 0.05\"" Pitch Connector - 10 Pin SMT Box Header"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit Feather RP2040 - Pink""","""Adafruit FeatherWing OLED - 128x32 OLED Add-on For Feather"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit FONA 808 - Mini Cellular GSM + GPS Breakout""","""Passive GPS Antenna uFL - 15mm x 15mm 1 dBi gain"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit GEMMA M0 - Miniature wearable electronic platform""","""Bolt-On Kit for Circuit Playground, micro:bit, Flora or Gemma"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit GPIO Expander Bonnet - 16 Additional I/O over I2C""","""GPIO Ribbon Cable 2x8 IDC Cable - 16 pins 12\"" long"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit I2C QT Rotary Encoder with NeoPixel - STEMMA QT / Qwiic""","""Rotary Encoder + Extras"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit I2S 3W Stereo Speaker Bonnet for Raspberry Pi - Mini Kit""","""Speaker - 3\"" Diameter - 8 Ohm 1 Watt"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit I2S Audio Bonnet for Raspberry Pi - UDA1334A""","""Dual RCA Jack for Adafruit I2S Audio Bonnet"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit ItsyBitsy 32u4 - 3V 8MHz""","""Adafruit LiIon/LiPoly Backpack Add-On for Pro Trinket/ItsyBitsy"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit ItsyBitsy 32u4 - 5V 16MHz""","""Adafruit LiIon/LiPoly Backpack Add-On for Pro Trinket/ItsyBitsy"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit ItsyBitsy M4 Express featuring ATSAMD51""","""Adafruit LiIon/LiPoly Backpack Add-On for Pro Trinket/ItsyBitsy"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit ItsyBitsy M4 Express featuring ATSAMD51""","""Short Male Header Kit for ItsyBitsy"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit LED Glasses Driver - nRF52840 Sensor Board""","""3 x AAA Battery Holder with On/Off Switch, JST, and Belt Clip"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit LED Glasses Driver - nRF52840 Sensor Board""","""Adafruit LED Glasses Front Panel - 116 RGB LEDs with I2C Driver - STEMMA QT / Qwiic"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit Matrix Portal - CircuitPython Powered Internet Display""","""32x32 RGB LED Matrix Panel - 6mm pitch"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit Matrix Portal - CircuitPython Powered Internet Display""","""64x32 Flexible RGB LED Matrix - 4mm Pitch"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit Matrix Portal - CircuitPython Powered Internet Display""","""64x32 RGB LED Matrix - 3mm pitch"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit Matrix Portal - CircuitPython Powered Internet Display""","""64x32 RGB LED Matrix - 4mm pitch"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit Matrix Portal - CircuitPython Powered Internet Display""","""64x32 RGB LED Matrix - 5mm pitch"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit MCP9600 I2C Thermocouple Amplifier - K, J, T, N, S, E, B and R Type T""","""Thermocouple Type-K Glass Braid Insulated - 5m"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit MCP9600 I2C Thermocouple Amplifier - K, J, T, N, S, E, B and R Type T""","""Thermocouple Type-K Glass Braid Insulated Stainless Steel Tip"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit MONSTER M4SK - DIY Electronic Eyes Mask""","""Convex Glass Lens with Edge - 40mm Diameter"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit MONSTER M4SK - DIY Electronic Eyes Mask""","""Convex Plastic Lens with Edge - 40mm Diameter"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit NeoPixel LED Dots Strand - 20 LED 4\"" Pitch""","""3-pin JST SM Plug + Receptacle Cable Set"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit NeoTrellis RGB Driver PCB for 4x4 Keypad""","""STEMMA Cable - 4 Pin JST-PH 2mm Cable–Female/Female - 150mm/6\"" Long"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit Neo Trinkey - SAMD21 USB Key with 4 NeoPixels""","""USB A Socket to USB Type C Plug Adapter"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit Perma-Proto 40-Pin Raspberry Pi Breadboard PCB Kit - with 2x20 Header""","""GPIO Ribbon Cable for Raspberry Pi Model A+/B+/Pi 2/Pi 3/Pi 4 - (40 pins)"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit Prop-Maker FeatherWing""","""3W RGB LED - Common Anode"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit Pro Trinket - 5V 16MHz""","""Adafruit LiIon/LiPoly Backpack Add-On for Pro Trinket/ItsyBitsy"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit PT100 RTD Temperature Sensor Amplifier - MAX31865""","""Platinum RTD Sensor - PT100 - 3 Wire 1 meter long"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit PyGamer for MakeCode Arcade, CircuitPython or Arduino""","""Adafruit PyGamer Acrylic Enclosure Kit"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit PyGamer for MakeCode Arcade, CircuitPython or Arduino""","""Plastic Button Caps For Square Top (10-pack) - 8mm Diameter"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit PyPortal Titano""","""USB C to USB C Cable - USB 3.1 Gen 4 with E-Mark - 1 meter long"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit QT Py ESP32-S2 WiFi Dev Board with uFL Antenna Port - STEMMA QT""","""RP-SMA to uFL/u.FL/IPX/IPEX RF Adapter Cable"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit QT Py RP2040""","""Micro B USB to USB C Adapter"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit QT Py RP2040""","""Monochrome 0.91\"" 128x32 I2C OLED Display - STEMMA QT / Qwiic"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit QT Py RP2040""","""Monochrome 1.3\"" 128x64 OLED graphic display - STEMMA QT / Qwiic"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit QT Py - SAMD21 Dev Board with STEMMA QT""","""GD25Q16 - 2MB SPI Flash in 8-Pin SOIC package"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit QT Py - SAMD21 Dev Board with STEMMA QT""","""Micro B USB to USB C Adapter"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit QT Py - SAMD21 Dev Board with STEMMA QT""","""Monochrome 0.91\"" 128x32 I2C OLED Display - STEMMA QT / Qwiic"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit QT Py - SAMD21 Dev Board with STEMMA QT""","""Monochrome 1.3\"" 128x64 OLED graphic display - STEMMA QT / Qwiic"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit RFM69HCW Transceiver Radio Breakout - 433 MHz - RadioFruit""","""Edge-Launch SMA Connector for 1.6mm / 0.062\"" Thick PCBs"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit RFM69HCW Transceiver Radio Breakout - 433 MHz - RadioFruit""","""uFL SMT Antenna Connector"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit RFM69HCW Transceiver Radio Breakout - 868 or 915 MHz - RadioFruit""","""Edge-Launch SMA Connector for 1.6mm / 0.062\"" Thick PCBs"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit RFM69HCW Transceiver Radio Breakout - 868 or 915 MHz - RadioFruit""","""uFL SMT Antenna Connector"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit RFM95W LoRa Radio Transceiver Breakout - 868 or 915 MHz - RadioFruit""","""Edge-Launch SMA Connector for 1.6mm / 0.062\"" Thick PCBs"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit RFM95W LoRa Radio Transceiver Breakout - 868 or 915 MHz - RadioFruit""","""uFL SMT Antenna Connector"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit RFM96W LoRa Radio Transceiver Breakout - 433 MHz - RadioFruit""","""Edge-Launch SMA Connector for 1.6mm / 0.062\"" Thick PCBs"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit RFM96W LoRa Radio Transceiver Breakout - 433 MHz - RadioFruit""","""uFL SMT Antenna Connector"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit RGB Matrix HAT + RTC for Raspberry Pi - Mini Kit""","""GPIO Ribbon Cable 2x8 IDC Cable - 16 pins 12\"" long"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit RGB Matrix Shield for Arduino""","""GPIO Ribbon Cable 2x8 IDC Cable - 16 pins 12\"" long"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit Rotary Trinkey - USB NeoPixel Rotary Encoder""","""Rotary Encoder + Extras"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit Rotary Trinkey - USB NeoPixel Rotary Encoder""","""USB A Socket to USB Type C Plug Adapter"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit Soft Flexible Wire NeoPixel Strand - 50 NeoPixels""","""3-pin JST SM Plug + Receptacle Cable Set"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit STEMMA Soil Sensor - I2C Capacitive Moisture Sensor - JST PH 2mm""","""STEMMA Cable - 4 Pin JST-PH 2mm Cable–Female/Female - 150mm/6\"" Long"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit Triple-axis Magnetometer - LIS2MDL - STEMMA QT / Qwiic""","""Adafruit LSM6DSOX 6 DoF Accelerometer and Gyroscope - STEMMA QT / Qwiic"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit Ultimate GPS FeatherWing""","""GPS Antenna - External Active Antenna - 3-5V 28dB 5 Meter SMA"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit Ultimate GPS HAT for Raspberry Pi A+/B+/Pi 2/3/Pi 4 - Mini Kit""","""GPS Antenna - External Active Antenna - 3-5V 28dB 5 Meter SMA"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit Ultimate GPS with USB - 66 channel w/10 Hz updates""","""GPS Antenna - External Active Antenna - 3-5V 28dB 5 Meter SMA"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit Universal Thermocouple Amplifier MAX31856 Breakout""","""Thermocouple Type-K Glass Braid Insulated - 5m"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit Universal Thermocouple Amplifier MAX31856 Breakout""","""Thermocouple Type-K Glass Braid Insulated Stainless Steel Tip"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit Universal USB / DC / Solar Lithium Ion/Polymer charger - bq24074""","""3.5mm / 1.1mm to 5.5mm / 2.1mm DC Jack Adapter"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit USB + Serial LCD Backpack Add-On with Cable""","""RGB backlight negative LCD 16x2 + extras - RGB on black"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit USB + Serial LCD Backpack Add-On with Cable""","""RGB backlight negative LCD 20x4 + extras - RGB on black"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit USB + Serial LCD Backpack Add-On with Cable""","""Standard LCD 20x4 + extras - white on blue"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit USB Type C Breakout Board - Downstream Connection""","""USB C to Micro B Cable - 1 ft 0.3 meter"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adafruit Wii Nunchuck Breakout Adapter - Qwiic / STEMMA QT""","""Wii controller (Nunchuck / Wiichuck)"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adjustable 60W Pen-Style Soldering Iron - 220VAC UK Plug - BEST 102C""","""Deluxe Solder Stand with Solder Roll Holder"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adjustable 60W Pen-Style Soldering Iron - 220VAC UK Plug - BEST 102C""","""Hakko Soldering Tip: T18-D16 Screwdriver - For Lead or Lead-Free"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adjustable 60W Pen-Style Soldering Iron - 220VAC UK Plug - BEST 102C""","""Hakko Soldering Tip: T18-D24 Screwdriver - For Lead or Lead-Free"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adjustable 60W Pen-Style Soldering Iron - 220VAC UK Plug - BEST 102C""","""Hakko Soldering Tip: T18-S4 Fine SMD - For Lead or Lead-Free Use"""
"""Makersify""","""Europe""","""United_Kingdom""","""Adjustable 60W Pen-Style Soldering Iron - 220VAC UK Plug - BEST 102C""","""Square 60mm x 60mm Soldering Sponge – 3 Pack"""
"""Makersify""","""Europe""","""United_Kingdom""","""Analog Mini Thumbstick Breakout Board""","""Mini 2-Axis Analog Thumbstick"""
"""Makersify""","""Europe""","""United_Kingdom""","""ANO Directional Navigation and Scroll Wheel Rotary Encoder""","""Adafruit ANO Rotary Navigation Encoder Breakout PCB"""
"""Makersify""","""Europe""","""United_Kingdom""","""Arduino Pro Mini 328 - 5V/16 MHz""","""FTDI Friend + extras - v1.0"""
"""Makersify""","""Europe""","""United_Kingdom""","""Black Rubber Joystick Nubbin Cap for Navigation Joystick""","""Thru-hole 5-way Navigation switch"""
"""Makersify""","""Europe""","""United_Kingdom""","""Brass Heat-Set Inserts for Plastic - M3 x 3mm - 50 pack""","""Aluminum SMT Heat Sink - 0.26\""x0.26\"" square - 0.39\"" tall"""
"""Makersify""","""Europe""","""United_Kingdom""","""Brass Heat-Set Inserts for Plastic - M3 x 3mm - 50 pack""","""Aluminum SMT Heat Sinks 10 Pack - 0.25\""x0.25\"" x 0.15\"" tall"""
"""Makersify""","""Europe""","""United_Kingdom""","""Brass Heat-Set Inserts for Plastic - M3 x 3mm - 50 pack""","""Brass Heat-Set Inserts for Plastic - M3 x 4mm - 50 pack"""
"""Makersify""","""Europe""","""United_Kingdom""","""Brass Heat-Set Inserts for Plastic - M3 x 3mm - 50 pack""","""Heat-Set Insert For Soldering Irons - #4-40 / M3 Inserts - from Virtjoule"""
"""Makersify""","""Europe""","""United_Kingdom""","""Brass Heat-Set Inserts for Plastic - M3 x 4mm - 50 pack""","""Brass Heat-Set Inserts for Plastic - M3 x 3mm - 50 pack"""
"""Makersify""","""Europe""","""United_Kingdom""","""Brass Heat-Set Inserts for Plastic - M3 x 4mm - 50 pack""","""Heat-Set Insert For Soldering Irons - #4-40 / M3 Inserts - from Virtjoule"""
"""Makersify""","""Europe""","""United_Kingdom""","""Brass Heat-Set Inserts for Plastic - M3 x 4mm - 50 pack""","""Heat-Set Insert For Soldering Irons - M5 Inserts - from Virtjoule"""
"""Makersify""","""Europe""","""United_Kingdom""","""CD DVD Spindle Motor""","""Adafruit CRICKIT for Circuit Playground Express"""
"""Makersify""","""Europe""","""United_Kingdom""","""Circuit Playground Classic""","""Bolt-On Kit for Circuit Playground, micro:bit, Flora or Gemma"""
"""Makersify""","""Europe""","""United_Kingdom""","""Clear Acrylics and Hardware Kit for Monster M4sk""","""Adafruit MONSTER M4SK - DIY Electronic Eyes Mask"""
"""Makersify""","""Europe""","""United_Kingdom""","""Clear Acrylics and Hardware Kit for Monster M4sk""","""Convex Glass Lens with Edge - 40mm Diameter"""
"""Makersify""","""Europe""","""United_Kingdom""","""Clear Acrylics and Hardware Kit for Monster M4sk""","""Convex Plastic Lens with Edge - 40mm Diameter"""
"""Makersify""","""Europe""","""United_Kingdom""","""Colossal 6V 9W Solar Panel - 9.0 Watt""","""3.5mm / 1.1mm to 5.5mm / 2.1mm DC Jack Adapter"""
"""Makersify""","""Europe""","""United_Kingdom""","""Continuous Rotation Servo - FeeTech FS5103R""","""Continuous Rotation Servo Wheel"""
"""Makersify""","""Europe""","""United_Kingdom""","""DC Motor Plastic Mount - 130 Size / 20mm Diameter""","""DC Toy / Hobby Motor - 130 Size"""
"""Makersify""","""Europe""","""United_Kingdom""","""DIN Rail 2x20 IDC to Terminal Block Adapter Breakout""","""GPIO Ribbon Cable for Raspberry Pi Model A+/B+/Pi 2/Pi 3/Pi 4 - (40 pins)"""
"""Makersify""","""Europe""","""United_Kingdom""","""DIN Rail 2x8 IDC to Terminal Block Adapter Breakout""","""GPIO Ribbon Cable 2x8 IDC Cable - 16 pins 12\"" long"""
"""Makersify""","""Europe""","""United_Kingdom""","""DotStar Addressable 5050 RGB LED w/ Integrated Driver - 10 Pack - SK9822""","""5050 LED breakout PCB - 10 pack!"""
"""Makersify""","""Europe""","""United_Kingdom""","""Dual Alphanumeric Display - Blue 0.54\"" Digit Height - Pack of 2""","""Adafruit 14-segment LED Alphanumeric Backpack"""
"""Makersify""","""Europe""","""United_Kingdom""","""Dual Alphanumeric Display - Green 0.54\"" Digit Height - Pack of 2""","""Adafruit 14-segment LED Alphanumeric Backpack"""
"""Makersify""","""Europe""","""United_Kingdom""","""Dual Alphanumeric Display - Red 0.54\"" Digit Height - Pack of 2""","""Adafruit 14-segment LED Alphanumeric Backpack"""
"""Makersify""","""Europe""","""United_Kingdom""","""Dual Alphanumeric Display -Yellow 0.54\"" Digit Height - Pack of 2""","""Adafruit 14-segment LED Alphanumeric Backpack"""
"""Makersify""","""Europe""","""United_Kingdom""","""Dual RCA Jack for Adafruit I2S Audio Bonnet""","""Adafruit I2S Audio Bonnet for Raspberry Pi - UDA1334A"""
"""Makersify""","""Europe""","""United_Kingdom""","""ESP32-S2 Saola 1R Dev Kit featuring ESP32-S2 WROVER""","""Adafruit USB Type C Breakout Board - Downstream Connection"""
"""Makersify""","""Europe""","""United_Kingdom""","""ESP32-S2 Saola 1R Dev Kit featuring ESP32-S2 WROVER""","""USB Micro-B Breakout Board"""
"""Makersify""","""Europe""","""United_Kingdom""","""ESP32-S2 Saola 1R Dev Kit featuring ESP32-S2 WROVER""","""USB Type A Plug Breakout Cable with Premium Female Jumpers - 30cm long"""
"""Makersify""","""Europe""","""United_Kingdom""","""ESP32-S2-WROVER-I Module with uFL - 4 MB flash and 2 MB PSRAM""","""RP-SMA to uFL/u.FL/IPX/IPEX RF Adapter Cable"""
"""Makersify""","""Europe""","""United_Kingdom""","""FGG.0B Quick Connect 4 Pin Panel Mount Socket - 9mm""","""FGG.0B Quick Connect 4 Pin Plug - 9mm Outer Diameter"""
"""Makersify""","""Europe""","""United_Kingdom""","""FGG.0B Quick Connect 5 Pin Panel Mount Socket - 9mm""","""FGG.0B Quick Connect 5 Pin Plug - 9mm Outer Diameter"""
"""Makersify""","""Europe""","""United_Kingdom""","""Fiber Optic Light Source - 1 Watt - Blue""","""Side-light Fiber Optic Tube - 4mm Diameter - 1 meter long"""
"""Makersify""","""Europe""","""United_Kingdom""","""Fiber Optic Light Source - 1 Watt - Blue""","""Side-light Fiber Optic Tube - 5mm Diameter - 1 meter long"""
"""Makersify""","""Europe""","""United_Kingdom""","""Fiber Optic Light Source - 1 Watt - Green""","""Side-light Fiber Optic Tube - 4mm Diameter - 1 meter long"""
"""Makersify""","""Europe""","""United_Kingdom""","""Fiber Optic Light Source - 1 Watt - Green""","""Side-light Fiber Optic Tube - 5mm Diameter - 1 meter long"""
"""Makersify""","""Europe""","""United_Kingdom""","""Fiber Optic Light Source - 1 Watt - Pink""","""Side-light Fiber Optic Tube - 4mm Diameter - 1 meter long"""
"""Makersify""","""Europe""","""United_Kingdom""","""Fiber Optic Light Source - 1 Watt - Pink""","""Side-light Fiber Optic Tube - 5mm Diameter - 1 meter long"""
"""Makersify""","""Europe""","""United_Kingdom""","""Fiber Optic Light Source - 1 Watt - White""","""Side-light Fiber Optic Tube - 4mm Diameter - 1 meter long"""
"""Makersify""","""Europe""","""United_Kingdom""","""Fiber Optic Light Source - 1 Watt - White""","""Side-light Fiber Optic Tube - 5mm Diameter - 1 meter long"""
"""Makersify""","""Europe""","""United_Kingdom""","""Heat-Set Insert For Soldering Irons - #4-40 / M3 Inserts - from Virtjoule""","""Brass Heat-Set Inserts for Plastic - M3 x 3mm - 50 pack"""
"""Makersify""","""Europe""","""United_Kingdom""","""Heat-Set Insert For Soldering Irons - #4-40 / M3 Inserts - from Virtjoule""","""Brass Heat-Set Inserts for Plastic - M3 x 4mm - 50 pack"""
"""Makersify""","""Europe""","""United_Kingdom""","""Huge 6V 6W Solar panel - 6.0 Watt""","""3.5mm / 1.1mm to 5.5mm / 2.1mm DC Jack Adapter"""
"""Makersify""","""Europe""","""United_Kingdom""","""Kailh Mechanical Key Switches - Clicky White - 10 pack - Cherry MX White Compatible""","""Kailh Switch Sockets for MX-compatible Mechanical Keys - 20 Pack"""
"""Makersify""","""Europe""","""United_Kingdom""","""Kailh Mechanical Key Switches - Linear Black - 10 pack - Cherry MX Black Compatible""","""Kailh Switch Sockets for MX-compatible Mechanical Keys - 20 Pack"""
"""Makersify""","""Europe""","""United_Kingdom""","""Kailh Mechanical Key Switches - Tactile Brown - 10 pack - Cherry MX Brown Compatible""","""Kailh Switch Sockets for MX-compatible Mechanical Keys - 20 Pack"""
"""Makersify""","""Europe""","""United_Kingdom""","""LEGO compatible Brick Bracket for DC Gearbox \""TT\"" Motor""","""TT Motor All-Metal Gearbox - 1:90 Gear Ratio"""
"""Makersify""","""Europe""","""United_Kingdom""","""LEGO compatible Brick Bracket for DC Gearbox \""TT\"" Motor""","""TT Motor Bi-Metal Gearbox - 1:90 Gear Ratio"""
"""Makersify""","""Europe""","""United_Kingdom""","""Micro Servo with 3-pin JST PH 2mm Cable - - STEMMA Connector Compatible""","""Micro Servo Arm and Horn Set"""
"""Makersify""","""Europe""","""United_Kingdom""","""Mini 2-Axis Analog Thumbstick""","""Analog Mini Thumbstick Breakout Board"""
"""Makersify""","""Europe""","""United_Kingdom""","""Nano Thermal Receipt Printer - TTL Serial""","""Thermal Paper Roll - 16 long, 2.25\"""""
"""Makersify""","""Europe""","""United_Kingdom""","""NeoPixel RGBW LEDs w/ Integrated Driver Chip - Cool White - ~6000K - Black Casing - 10 Pack""","""5050 LED breakout PCB - 10 pack!"""
"""Makersify""","""Europe""","""United_Kingdom""","""NeoPixel RGBW LEDs w/ Integrated Driver Chip - Cool White - ~6000K - White Casing - 10 Pack""","""5050 LED breakout PCB - 10 pack!"""
"""Makersify""","""Europe""","""United_Kingdom""","""NeoPixel RGBW LEDs w/ Integrated Driver Chip - Warm White - ~3000K - White Casing - 10 Pack""","""5050 LED breakout PCB - 10 pack!"""
"""Makersify""","""Europe""","""United_Kingdom""","""Paddle Wheel Pack for TT Gearbox Motor""","""TT Motor All-Metal Gearbox - 1:90 Gear Ratio"""
"""Makersify""","""Europe""","""United_Kingdom""","""Paddle Wheel Pack for TT Gearbox Motor""","""TT Motor Bi-Metal Gearbox - 1:90 Gear Ratio"""
"""Makersify""","""Europe""","""United_Kingdom""","""Panavise Jr. - PV-201""","""Third Hand Pana Hand Workstation Add-On for Panavise"""
"""Makersify""","""Europe""","""United_Kingdom""","""Panavise Multi-Purpose Work Center - PV-350""","""Third Hand Pana Hand Workstation Add-On for Panavise"""
"""Makersify""","""Europe""","""United_Kingdom""","""Panel Mount 10K Dual Linear Potentiometer - 10K Dual Linear""","""Potentiometer Knob - Soft Touch T18 - Blue"""
"""Makersify""","""Europe""","""United_Kingdom""","""Panel Mount 10K Log Potentiometer (Breadboard Friendly) - 10K Log""","""Potentiometer Knob - Soft Touch T18 - Blue"""
"""Makersify""","""Europe""","""United_Kingdom""","""Panel Mount 10K Log Potentiometer w/ On-Off Switch - 10K Log w/ Switch""","""Potentiometer Knob - Soft Touch T18 - Blue"""
"""Makersify""","""Europe""","""United_Kingdom""","""Panel Mount Right Angle 10K Linear Potentiometer w/On-Off Switch - 10K Linear w/ Switch""","""Potentiometer Knob - Soft Touch T18 - Blue"""
"""Makersify""","""Europe""","""United_Kingdom""","""Particle Argon Kit - nRF52840 with BLE and WiFi""","""FeatherWing Doubler - Prototyping Add-on For All Feather Boards"""
"""Makersify""","""Europe""","""United_Kingdom""","""Particle Argon Kit - nRF52840 with BLE and WiFi""","""FeatherWing Tripler Mini Kit - Prototyping Add-on For Feathers"""
"""Makersify""","""Europe""","""United_Kingdom""","""Peristaltic Liquid Pump with Silicone Tubing - 12V DC Power""","""Silicone Tubing for Peristaltic Liquid Pump - 1 Meter"""
"""Makersify""","""Europe""","""United_Kingdom""","""Platinum RTD Sensor - PT1000 - 3 Wire 1 meter long""","""Adafruit PT1000 RTD Temperature Sensor Amplifier - MAX31865"""
"""Makersify""","""Europe""","""United_Kingdom""","""Platinum RTD Sensor - PT100 - 3 Wire 1 meter long""","""Adafruit PT100 RTD Temperature Sensor Amplifier - MAX31865"""
"""Makersify""","""Europe""","""United_Kingdom""","""PM2.5 Air Quality Sensor and Breadboard Adapter Kit - PMS5003""","""1.25mm Pitch 8-pin Cable 20cm long 1:1 Cable - Molex PicoBlade Compatible"""
"""Makersify""","""Europe""","""United_Kingdom""","""Replacement 5V Power Cable for RGB LED Matrices""","""GPIO Ribbon Cable 2x8 IDC Cable - 16 pins 12\"" long"""
"""Makersify""","""Europe""","""United_Kingdom""","""Silicone Tubing for Peristaltic Liquid Pump - 1 Meter""","""Peristaltic Liquid Pump with Silicone Tubing - 12V DC Power"""
"""Makersify""","""Europe""","""United_Kingdom""","""Small 6V 1W Solar Panel - Silver""","""3.5mm / 1.1mm to 5.5mm / 2.1mm DC Jack Adapter"""
"""Makersify""","""Europe""","""United_Kingdom""","""Small Inductive Wireless LEDs - 10 Pack - Blue""","""Large Inductive Coil and 10 Wireless LED Kit - 24V"""
"""Makersify""","""Europe""","""United_Kingdom""","""Small Inductive Wireless LEDs - 10 Pack - Blue""","""Small Inductive Coil and 10 Wireless LED Kit - 5V"""
"""Makersify""","""Europe""","""United_Kingdom""","""Small Inductive Wireless LEDs - 10 Pack - Green""","""Large Inductive Coil and 10 Wireless LED Kit - 24V"""
"""Makersify""","""Europe""","""United_Kingdom""","""Small Inductive Wireless LEDs - 10 Pack - Green""","""Small Inductive Coil and 10 Wireless LED Kit - 5V"""
"""Makersify""","""Europe""","""United_Kingdom""","""Small Inductive Wireless LEDs - 10 Pack - Red""","""Large Inductive Coil and 10 Wireless LED Kit - 24V"""
"""Makersify""","""Europe""","""United_Kingdom""","""Small Inductive Wireless LEDs - 10 Pack - Red""","""Small Inductive Coil and 10 Wireless LED Kit - 5V"""
"""Makersify""","""Europe""","""United_Kingdom""","""Small Inductive Wireless LEDs - 10 Pack - White""","""Large Inductive Coil and 10 Wireless LED Kit - 24V"""
"""Makersify""","""Europe""","""United_Kingdom""","""Small Inductive Wireless LEDs - 10 Pack - White""","""Small Inductive Coil and 10 Wireless LED Kit - 5V"""
"""Makersify""","""Europe""","""United_Kingdom""","""Small Inductive Wireless LEDs - 10 Pack - Yellow""","""Large Inductive Coil and 10 Wireless LED Kit - 24V"""
"""Makersify""","""Europe""","""United_Kingdom""","""Small Inductive Wireless LEDs - 10 Pack - Yellow""","""Small Inductive Coil and 10 Wireless LED Kit - 5V"""
